Participant,Item,SentType,Rating,TrialOrder
10,57,2-word-order-errors,1,90
10,58,2-word-order-errors,7,94
10,59,2-word-order-errors,4,98
10,34,be-drop,4,20
10,35,be-drop,4,32
10,37,be-drop,5,35
10,36,be-drop,3,40
10,40,be-drop,4,43
10,33,be-drop,3,60
10,39,be-drop,5,69
10,38,be-drop,4,99
10,71,causative,6,5
10,65,causative,7,30
10,70,causative,7,39
10,66,causative,7,61
10,67,causative,7,64
10,68,causative,7,71
10,69,causative,7,85
10,72,causative,7,86
10,75,factive-say,7,26
10,79,factive-say,7,42
10,76,factive-say,5,44
10,77,factive-say,6,58
10,78,factive-say,7,73
10,80,factive-say,7,76
10,74,factive-say,5,78
10,73,factive-say,6,79
10,10,like,7,7
10,2,like,7,19
10,14,like,4,27
10,30,like,5,29
10,22,like,7,65
10,18,like,6,70
10,6,like,3,93
10,26,like,2,100
10,11,need,4,10
10,3,need,7,13
10,19,need,4,16
10,24,need,6,21
10,23,need,4,33
10,4,need,5,38
10,27,need,4,41
10,20,need,7,50
10,15,need,5,56
10,7,need,4,59
10,31,need,5,63
10,16,need,4,68
10,28,need,7,75
10,12,need,7,82
10,32,need,6,87
10,8,need,7,96
10,44,negative-concord,2,6
10,46,negative-concord,2,8
10,43,negative-concord,1,24
10,45,negative-concord,3,36
10,47,negative-concord,4,37
10,42,negative-concord,4,51
10,41,negative-concord,5,55
10,48,negative-concord,3,92
10,87,non-factive-believe,6,12
10,85,non-factive-believe,6,17
10,83,non-factive-believe,7,28
10,86,non-factive-believe,7,45
10,88,non-factive-believe,6,48
10,82,non-factive-believe,5,53
10,84,non-factive-believe,4,57
10,81,non-factive-believe,7,83
10,92,raising-seem,5,22
10,95,raising-seem,7,34
10,93,raising-seem,7,46
10,94,raising-seem,7,62
10,91,raising-seem,7,66
10,89,raising-seem,1,74
10,96,raising-seem,5,89
10,90,raising-seem,7,97
10,49,singular-dont,3,11
10,52,singular-dont,3,14
10,51,singular-dont,4,15
10,50,singular-dont,4,49
10,55,singular-dont,4,52
10,53,singular-dont,4,54
10,56,singular-dont,5,67
10,54,singular-dont,2,95
10,5,want,7,23
10,9,want,4,25
10,17,want,4,31
10,25,want,7,47
10,13,want,7,72
10,1,want,5,77
10,29,want,7,80
10,21,want,1,91
19,60,2-word-order-errors,1,6
19,61,2-word-order-errors,1,26
19,57,2-word-order-errors,1,45
19,59,2-word-order-errors,1,46
19,58,2-word-order-errors,1,68
19,63,2-word-order-errors,1,80
19,64,2-word-order-errors,1,91
19,62,2-word-order-errors,1,98
19,38,be-drop,1,23
19,40,be-drop,1,29
19,39,be-drop,1,40
19,36,be-drop,1,50
19,37,be-drop,1,53
19,34,be-drop,1,93
19,35,be-drop,1,94
19,33,be-drop,1,95
19,67,causative,7,43
19,71,causative,7,49
19,66,causative,7,52
19,72,causative,7,56
19,65,causative,7,70
19,68,causative,7,73
19,69,causative,7,84
19,70,causative,3,99
19,76,factive-say,7,19
19,78,factive-say,7,27
19,73,factive-say,7,30
19,80,factive-say,7,36
19,74,factive-say,7,38
19,79,factive-say,6,55
19,75,factive-say,7,67
19,77,factive-say,7,88
19,1,like,7,37
19,21,like,7,44
19,25,like,1,54
19,17,like,7,72
19,13,like,1,83
19,9,like,1,85
19,5,like,1,92
19,29,like,1,96
19,7,need,6,9
19,27,need,6,11
19,3,need,7,14
19,2,need,6,17
19,15,need,5,24
19,26,need,7,28
19,14,need,7,32
19,23,need,7,39
19,31,need,7,47
19,11,need,7,57
19,6,need,7,59
19,19,need,7,62
19,18,need,7,76
19,30,need,7,81
19,10,need,6,89
19,22,need,7,100
19,45,negative-concord,2,10
19,44,negative-concord,2,13
19,43,negative-concord,1,16
19,42,negative-concord,1,25
19,48,negative-concord,1,42
19,41,negative-concord,1,65
19,46,negative-concord,1,86
19,47,negative-concord,1,90
19,85,non-factive-believe,7,22
19,82,non-factive-believe,7,33
19,88,non-factive-believe,7,41
19,84,non-factive-believe,7,48
19,83,non-factive-believe,7,58
19,86,non-factive-believe,7,64
19,81,non-factive-believe,7,71
19,87,non-factive-believe,7,75
19,89,raising-seem,7,5
19,94,raising-seem,7,8
19,92,raising-seem,7,12
19,95,raising-seem,7,20
19,93,raising-seem,7,35
19,96,raising-seem,7,60
19,91,raising-seem,7,63
19,90,raising-seem,7,97
19,49,singular-dont,1,15
19,56,singular-dont,1,18
19,51,singular-dont,1,31
19,54,singular-dont,1,61
19,55,singular-dont,1,66
19,50,singular-dont,1,77
19,52,singular-dont,1,78
19,53,singular-dont,1,82
19,8,want,6,7
19,12,want,7,21
19,24,want,5,34
19,32,want,7,51
19,28,want,7,69
19,4,want,7,74
19,20,want,7,79
19,16,want,7,87
21,64,2-word-order-errors,1,5
21,62,2-word-order-errors,1,13
21,60,2-word-order-errors,3,32
21,59,2-word-order-errors,7,37
21,61,2-word-order-errors,4,40
21,58,2-word-order-errors,3,69
21,63,2-word-order-errors,4,89
21,57,2-word-order-errors,4,91
21,33,be-drop,2,14
21,39,be-drop,3,21
21,36,be-drop,4,29
21,34,be-drop,4,56
21,40,be-drop,3,57
21,38,be-drop,7,72
21,37,be-drop,4,85
21,35,be-drop,4,86
21,70,causative,7,19
21,71,causative,7,34
21,68,causative,7,43
21,72,causative,7,52
21,66,causative,7,61
21,65,causative,7,66
21,67,causative,7,71
21,69,causative,7,73
21,78,factive-say,7,23
21,77,factive-say,7,25
21,76,factive-say,7,35
21,74,factive-say,7,42
21,80,factive-say,7,53
21,79,factive-say,7,54
21,75,factive-say,7,59
21,73,factive-say,7,64
21,15,like,7,7
21,19,like,7,31
21,7,like,7,44
21,11,like,7,55
21,31,like,7,63
21,3,like,7,70
21,23,like,6,76
21,27,like,7,88
21,12,need,7,10
21,28,need,7,20
21,4,need,7,22
21,5,need,7,24
21,8,need,7,26
21,16,need,7,28
21,20,need,7,33
21,17,need,7,41
21,24,need,7,48
21,25,need,7,51
21,29,need,7,60
21,9,need,7,67
21,32,need,7,74
21,21,need,7,82
21,13,need,7,97
21,1,need,7,100
21,43,negative-concord,4,8
21,45,negative-concord,3,11
21,41,negative-concord,4,27
21,44,negative-concord,5,30
21,47,negative-concord,6,45
21,46,negative-concord,4,68
21,48,negative-concord,4,79
21,42,negative-concord,4,96
21,86,non-factive-believe,7,15
21,83,non-factive-believe,7,18
21,85,non-factive-believe,7,49
21,81,non-factive-believe,7,62
21,87,non-factive-believe,7,81
21,82,non-factive-believe,7,90
21,88,non-factive-believe,7,93
21,84,non-factive-believe,7,99
21,96,raising-seem,7,6
21,94,raising-seem,7,9
21,90,raising-seem,7,17
21,89,raising-seem,7,50
21,95,raising-seem,7,75
21,93,raising-seem,7,83
21,91,raising-seem,7,87
21,92,raising-seem,7,98
21,53,singular-dont,4,12
21,52,singular-dont,5,36
21,54,singular-dont,5,39
21,55,singular-dont,7,46
21,51,singular-dont,5,47
21,56,singular-dont,4,77
21,50,singular-dont,4,78
21,49,singular-dont,4,94
21,14,want,7,16
21,6,want,7,38
21,30,want,7,58
21,2,want,7,65
21,22,want,7,80
21,18,want,7,84
21,10,want,5,92
21,26,want,7,95
23,59,2-word-order-errors,1,6
23,61,2-word-order-errors,1,24
23,60,2-word-order-errors,1,27
23,62,2-word-order-errors,1,32
23,58,2-word-order-errors,7,36
23,63,2-word-order-errors,1,81
23,57,2-word-order-errors,1,85
23,64,2-word-order-errors,1,89
23,36,be-drop,1,11
23,37,be-drop,1,12
23,40,be-drop,1,26
23,33,be-drop,1,29
23,34,be-drop,1,46
23,39,be-drop,1,62
23,38,be-drop,1,93
23,35,be-drop,1,99
23,66,causative,7,5
23,68,causative,7,50
23,72,causative,7,60
23,69,causative,7,61
23,70,causative,7,69
23,67,causative,7,71
23,65,causative,7,87
23,71,causative,7,96
23,75,factive-say,7,9
23,74,factive-say,7,19
23,78,factive-say,7,37
23,80,factive-say,7,38
23,79,factive-say,7,41
23,77,factive-say,7,53
23,76,factive-say,7,59
23,73,factive-say,7,75
23,29,like,1,28
23,17,like,7,42
23,5,like,1,52
23,13,like,1,58
23,21,like,7,79
23,9,like,7,86
23,1,like,7,95
23,25,like,2,97
23,31,need,2,7
23,6,need,6,10
23,19,need,7,17
23,18,need,7,21
23,11,need,6,25
23,3,need,7,31
23,2,need,7,33
23,27,need,2,39
23,30,need,7,45
23,23,need,7,49
23,14,need,7,65
23,7,need,7,68
23,26,need,7,70
23,22,need,7,73
23,10,need,7,76
23,15,need,6,100
23,45,negative-concord,4,8
23,44,negative-concord,4,34
23,41,negative-concord,3,40
23,42,negative-concord,4,44
23,43,negative-concord,3,51
23,47,negative-concord,2,55
23,48,negative-concord,3,64
23,46,negative-concord,6,74
23,87,non-factive-believe,7,20
23,82,non-factive-believe,7,30
23,85,non-factive-believe,7,47
23,84,non-factive-believe,7,48
23,81,non-factive-believe,7,67
23,83,non-factive-believe,7,82
23,86,non-factive-believe,7,84
23,88,non-factive-believe,6,98
23,91,raising-seem,7,14
23,94,raising-seem,7,16
23,89,raising-seem,7,22
23,96,raising-seem,7,66
23,95,raising-seem,7,78
23,93,raising-seem,7,80
23,92,raising-seem,7,90
23,90,raising-seem,7,94
23,56,singular-dont,2,18
23,53,singular-dont,3,23
23,52,singular-dont,5,43
23,54,singular-dont,5,56
23,49,singular-dont,5,57
23,51,singular-dont,5,72
23,55,singular-dont,5,77
23,50,singular-dont,7,91
23,24,want,7,13
23,28,want,5,15
23,16,want,7,35
23,32,want,6,54
23,4,want,7,63
23,12,want,7,83
23,8,want,7,88
23,20,want,7,92
26,60,2-word-order-errors,1,7
26,61,2-word-order-errors,3,12
26,57,2-word-order-errors,2,57
26,58,2-word-order-errors,3,58
26,63,2-word-order-errors,3,70
26,64,2-word-order-errors,3,77
26,62,2-word-order-errors,4,79
26,59,2-word-order-errors,6,92
26,39,be-drop,5,5
26,33,be-drop,5,6
26,35,be-drop,5,8
26,37,be-drop,5,10
26,40,be-drop,6,34
26,38,be-drop,5,46
26,36,be-drop,5,51
26,34,be-drop,6,88
26,69,causative,7,15
26,68,causative,7,19
26,72,causative,7,27
26,71,causative,7,52
26,70,causative,7,64
26,65,causative,7,73
26,66,causative,7,74
26,67,causative,7,93
26,76,factive-say,7,43
26,73,factive-say,7,45
26,80,factive-say,6,48
26,74,factive-say,7,49
26,77,factive-say,7,59
26,79,factive-say,7,63
26,78,factive-say,7,75
26,75,factive-say,7,87
26,6,like,3,35
26,22,like,5,40
26,18,like,5,65
26,26,like,5,67
26,10,like,6,78
26,30,like,7,89
26,2,like,6,94
26,14,like,6,96
26,19,need,6,11
26,12,need,7,14
26,11,need,7,16
26,3,need,7,24
26,16,need,7,30
26,20,need,7,37
26,15,need,7,42
26,31,need,7,47
26,32,need,7,50
26,24,need,7,54
26,4,need,7,56
26,28,need,7,71
26,23,need,6,80
26,27,need,7,84
26,7,need,6,86
26,8,need,7,91
26,46,negative-concord,6,13
26,42,negative-concord,6,22
26,43,negative-concord,6,23
26,44,negative-concord,6,33
26,45,negative-concord,6,53
26,48,negative-concord,5,68
26,41,negative-concord,6,82
26,47,negative-concord,6,95
26,86,non-factive-believe,7,17
26,85,non-factive-believe,7,28
26,82,non-factive-believe,7,39
26,87,non-factive-believe,7,55
26,81,non-factive-believe,7,62
26,88,non-factive-believe,7,72
26,84,non-factive-believe,7,97
26,83,non-factive-believe,7,98
26,95,raising-seem,7,9
26,90,raising-seem,7,18
26,89,raising-seem,7,21
26,91,raising-seem,7,36
26,94,raising-seem,7,38
26,92,raising-seem,7,81
26,96,raising-seem,7,83
26,93,raising-seem,7,99
26,56,singular-dont,6,25
26,51,singular-dont,6,29
26,50,singular-dont,6,31
26,49,singular-dont,7,41
26,52,singular-dont,6,61
26,55,singular-dont,5,66
26,53,singular-dont,6,85
26,54,singular-dont,6,90
26,9,want,6,20
26,5,want,6,26
26,17,want,5,32
26,13,want,6,44
26,21,want,7,60
26,25,want,7,69
26,29,want,7,76
26,1,want,7,100
31,62,2-word-order-errors,3,6
31,63,2-word-order-errors,2,8
31,60,2-word-order-errors,1,29
31,64,2-word-order-errors,1,45
31,61,2-word-order-errors,1,57
31,58,2-word-order-errors,7,60
31,57,2-word-order-errors,1,68
31,59,2-word-order-errors,4,71
31,35,be-drop,7,10
31,39,be-drop,2,23
31,33,be-drop,3,26
31,34,be-drop,3,31
31,40,be-drop,3,50
31,38,be-drop,1,56
31,37,be-drop,4,64
31,36,be-drop,3,67
31,66,causative,7,14
31,65,causative,7,47
31,68,causative,7,49
31,71,causative,7,52
31,70,causative,7,75
31,72,causative,7,79
31,69,causative,7,84
31,67,causative,7,92
31,76,factive-say,7,16
31,73,factive-say,7,17
31,75,factive-say,7,24
31,74,factive-say,7,33
31,80,factive-say,7,36
31,77,factive-say,7,58
31,79,factive-say,7,65
31,78,factive-say,7,80
31,1,like,7,9
31,13,like,2,11
31,25,like,4,25
31,9,like,7,28
31,17,like,7,69
31,29,like,7,86
31,21,like,7,91
31,5,like,3,95
31,23,need,7,13
31,6,need,7,15
31,27,need,7,20
31,15,need,7,34
31,30,need,7,39
31,26,need,7,42
31,2,need,7,44
31,11,need,7,48
31,7,need,7,51
31,14,need,7,59
31,19,need,6,63
31,3,need,7,66
31,31,need,7,74
31,10,need,3,76
31,22,need,7,78
31,18,need,7,97
31,46,negative-concord,5,5
31,41,negative-concord,3,19
31,44,negative-concord,5,35
31,43,negative-concord,5,37
31,42,negative-concord,5,43
31,47,negative-concord,5,73
31,45,negative-concord,4,87
31,48,negative-concord,4,94
31,82,non-factive-believe,7,21
31,85,non-factive-believe,7,27
31,87,non-factive-believe,7,54
31,88,non-factive-believe,6,70
31,83,non-factive-believe,7,81
31,81,non-factive-believe,7,82
31,86,non-factive-believe,7,90
31,84,non-factive-believe,7,98
31,95,raising-seem,7,12
31,90,raising-seem,7,22
31,96,raising-seem,7,53
31,93,raising-seem,7,61
31,92,raising-seem,7,77
31,94,raising-seem,7,85
31,91,raising-seem,7,93
31,89,raising-seem,7,96
31,55,singular-dont,6,7
31,56,singular-dont,7,32
31,50,singular-dont,5,38
31,51,singular-dont,7,40
31,52,singular-dont,7,41
31,54,singular-dont,7,62
31,53,singular-dont,5,89
31,49,singular-dont,4,99
31,28,want,6,18
31,4,want,7,30
31,12,want,7,46
31,24,want,7,55
31,20,want,7,72
31,16,want,7,83
31,8,want,7,88
31,32,want,7,100
37,61,2-word-order-errors,3,18
37,63,2-word-order-errors,3,24
37,60,2-word-order-errors,1,27
37,62,2-word-order-errors,2,42
37,64,2-word-order-errors,2,47
37,58,2-word-order-errors,4,57
37,57,2-word-order-errors,1,60
37,59,2-word-order-errors,3,84
37,33,be-drop,2,8
37,40,be-drop,3,37
37,39,be-drop,2,44
37,36,be-drop,3,65
37,34,be-drop,3,70
37,35,be-drop,3,89
37,38,be-drop,3,92
37,37,be-drop,3,99
37,69,causative,6,10
37,72,causative,6,12
37,65,causative,6,56
37,71,causative,6,61
37,67,causative,6,67
37,70,causative,6,76
37,68,causative,5,96
37,66,causative,6,98
37,74,factive-say,6,5
37,78,factive-say,6,11
37,79,factive-say,6,16
37,75,factive-say,6,20
37,73,factive-say,5,23
37,80,factive-say,6,32
37,76,factive-say,6,54
37,77,factive-say,5,88
37,31,like,2,15
37,23,like,2,21
37,19,like,6,31
37,7,like,6,36
37,15,like,4,59
37,3,like,3,74
37,27,like,3,79
37,11,like,3,100
37,29,need,6,6
37,8,need,6,29
37,28,need,4,43
37,9,need,4,46
37,25,need,4,48
37,4,need,3,55
37,21,need,3,64
37,12,need,3,66
37,20,need,3,69
37,5,need,2,71
37,24,need,6,77
37,16,need,6,81
37,13,need,3,83
37,1,need,3,91
37,32,need,3,93
37,17,need,3,97
37,48,negative-concord,3,25
37,43,negative-concord,2,30
37,47,negative-concord,3,35
37,42,negative-concord,3,38
37,41,negative-concord,3,63
37,44,negative-concord,4,72
37,46,negative-concord,3,78
37,45,negative-concord,3,85
37,87,non-factive-believe,6,7
37,81,non-factive-believe,6,14
37,85,non-factive-believe,6,34
37,82,non-factive-believe,6,45
37,84,non-factive-believe,6,52
37,86,non-factive-believe,6,58
37,83,non-factive-believe,6,68
37,88,non-factive-believe,6,94
37,90,raising-seem,6,22
37,92,raising-seem,6,28
37,94,raising-seem,5,39
37,91,raising-seem,5,40
37,93,raising-seem,6,49
37,89,raising-seem,6,86
37,95,raising-seem,5,90
37,96,raising-seem,5,95
37,51,singular-dont,3,19
37,54,singular-dont,3,50
37,55,singular-dont,3,53
37,50,singular-dont,2,62
37,52,singular-dont,3,73
37,53,singular-dont,3,75
37,49,singular-dont,3,80
37,56,singular-dont,3,82
37,18,want,3,9
37,2,want,3,13
37,26,want,3,17
37,10,want,6,26
37,30,want,6,33
37,14,want,4,41
37,6,want,3,51
37,22,want,3,87
38,57,2-word-order-errors,1,31
38,59,2-word-order-errors,1,32
38,62,2-word-order-errors,1,38
38,61,2-word-order-errors,1,59
38,64,2-word-order-errors,1,63
38,58,2-word-order-errors,1,69
38,63,2-word-order-errors,1,87
38,60,2-word-order-errors,1,95
38,40,be-drop,4,8
38,35,be-drop,3,13
38,36,be-drop,3,19
38,39,be-drop,3,20
38,33,be-drop,2,23
38,37,be-drop,2,40
38,34,be-drop,2,58
38,38,be-drop,2,80
38,70,causative,6,11
38,66,causative,7,36
38,69,causative,6,44
38,67,causative,7,65
38,65,causative,7,67
38,72,causative,7,71
38,68,causative,7,75
38,71,causative,7,92
38,79,factive-say,7,17
38,80,factive-say,7,47
38,77,factive-say,6,48
38,74,factive-say,7,53
38,78,factive-say,7,56
38,73,factive-say,7,72
38,76,factive-say,7,73
38,75,factive-say,7,98
38,18,like,3,66
38,6,like,2,70
38,10,like,2,76
38,26,like,2,83
38,30,like,2,85
38,14,like,2,91
38,2,like,2,94
38,22,like,2,100
38,20,need,5,7
38,24,need,3,14
38,11,need,4,16
38,32,need,5,22
38,3,need,5,27
38,15,need,5,30
38,19,need,5,33
38,7,need,3,37
38,12,need,2,42
38,28,need,5,50
38,8,need,5,52
38,27,need,4,55
38,31,need,4,64
38,23,need,4,74
38,16,need,4,79
38,4,need,3,97
38,43,negative-concord,2,12
38,47,negative-concord,2,21
38,42,negative-concord,2,26
38,46,negative-concord,2,39
38,45,negative-concord,2,41
38,48,negative-concord,2,45
38,44,negative-concord,2,51
38,41,negative-concord,3,82
38,85,non-factive-believe,7,24
38,87,non-factive-believe,6,28
38,82,non-factive-believe,7,34
38,88,non-factive-believe,7,43
38,86,non-factive-believe,7,49
38,83,non-factive-believe,7,68
38,81,non-factive-believe,7,88
38,84,non-factive-believe,7,96
38,94,raising-seem,7,15
38,92,raising-seem,7,54
38,91,raising-seem,7,77
38,95,raising-seem,7,78
38,93,raising-seem,7,84
38,90,raising-seem,7,90
38,89,raising-seem,7,93
38,96,raising-seem,7,99
38,54,singular-dont,4,5
38,56,singular-dont,4,6
38,49,singular-dont,4,9
38,52,singular-dont,3,29
38,53,singular-dont,3,60
38,51,singular-dont,2,61
38,50,singular-dont,3,81
38,55,singular-dont,3,86
38,17,want,3,10
38,1,want,6,18
38,9,want,4,25
38,21,want,4,35
38,29,want,2,46
38,25,want,2,57
38,5,want,2,62
38,13,want,4,89
47,61,2-word-order-errors,1,5
47,60,2-word-order-errors,1,9
47,62,2-word-order-errors,1,23
47,57,2-word-order-errors,1,24
47,58,2-word-order-errors,2,25
47,64,2-word-order-errors,2,81
47,63,2-word-order-errors,1,92
47,59,2-word-order-errors,1,97
47,37,be-drop,2,13
47,35,be-drop,3,20
47,33,be-drop,1,38
47,34,be-drop,2,62
47,39,be-drop,2,71
47,36,be-drop,2,79
47,38,be-drop,2,88
47,40,be-drop,1,95
47,67,causative,6,18
47,68,causative,7,27
47,66,causative,7,30
47,69,causative,6,31
47,72,causative,7,34
47,65,causative,7,40
47,70,causative,7,50
47,71,causative,5,69
47,73,factive-say,7,28
47,80,factive-say,6,33
47,77,factive-say,7,36
47,79,factive-say,6,54
47,75,factive-say,6,58
47,78,factive-say,6,83
47,74,factive-say,6,85
47,76,factive-say,7,94
47,29,like,4,8
47,17,like,5,14
47,25,like,4,16
47,9,like,5,45
47,5,like,4,53
47,21,like,6,68
47,1,like,5,77
47,13,like,3,96
47,30,need,6,10
47,19,need,5,19
47,18,need,6,26
47,11,need,6,29
47,31,need,5,42
47,6,need,5,47
47,15,need,6,51
47,3,need,6,56
47,14,need,5,59
47,23,need,6,61
47,22,need,6,72
47,26,need,6,80
47,27,need,6,82
47,2,need,6,86
47,10,need,5,93
47,7,need,6,100
47,41,negative-concord,3,7
47,42,negative-concord,4,21
47,47,negative-concord,3,43
47,45,negative-concord,3,55
47,46,negative-concord,2,64
47,43,negative-concord,2,76
47,44,negative-concord,2,87
47,48,negative-concord,2,91
47,84,non-factive-believe,6,6
47,86,non-factive-believe,7,15
47,83,non-factive-believe,6,39
47,87,non-factive-believe,6,41
47,82,non-factive-believe,6,46
47,88,non-factive-believe,6,49
47,85,non-factive-believe,6,60
47,81,non-factive-believe,6,84
47,89,raising-seem,5,17
47,91,raising-seem,6,35
47,92,raising-seem,7,52
47,93,raising-seem,7,57
47,94,raising-seem,7,66
47,96,raising-seem,7,70
47,95,raising-seem,7,89
47,90,raising-seem,7,99
47,51,singular-dont,3,11
47,55,singular-dont,3,12
47,49,singular-dont,3,44
47,56,singular-dont,3,48
47,53,singular-dont,3,67
47,54,singular-dont,3,73
47,50,singular-dont,3,75
47,52,singular-dont,7,78
47,12,want,5,22
47,16,want,7,32
47,32,want,6,37
47,20,want,6,63
47,24,want,6,65
47,4,want,6,74
47,28,want,6,90
47,8,want,6,98
50,58,2-word-order-errors,1,16
50,60,2-word-order-errors,1,21
50,59,2-word-order-errors,1,25
50,62,2-word-order-errors,1,32
50,64,2-word-order-errors,1,49
50,61,2-word-order-errors,1,65
50,63,2-word-order-errors,1,71
50,57,2-word-order-errors,1,76
50,37,be-drop,7,8
50,40,be-drop,2,31
50,34,be-drop,2,34
50,36,be-drop,1,41
50,39,be-drop,1,45
50,35,be-drop,2,64
50,38,be-drop,2,80
50,33,be-drop,1,99
50,66,causative,7,5
50,69,causative,7,17
50,67,causative,7,47
50,68,causative,7,70
50,71,causative,6,83
50,72,causative,7,88
50,65,causative,7,93
50,70,causative,5,98
50,75,factive-say,7,10
50,80,factive-say,7,11
50,76,factive-say,7,24
50,78,factive-say,7,42
50,77,factive-say,6,57
50,74,factive-say,6,67
50,79,factive-say,7,82
50,73,factive-say,7,86
50,2,like,5,29
50,22,like,3,33
50,18,like,2,38
50,14,like,1,56
50,30,like,1,75
50,26,like,1,77
50,6,like,2,79
50,10,like,1,94
50,32,need,7,7
50,16,need,7,13
50,15,need,7,18
50,4,need,6,23
50,23,need,7,35
50,24,need,5,43
50,28,need,7,53
50,27,need,4,58
50,12,need,7,63
50,3,need,7,66
50,7,need,6,68
50,8,need,6,72
50,19,need,2,89
50,11,need,4,92
50,31,need,5,97
50,20,need,7,100
50,46,negative-concord,4,6
50,41,negative-concord,3,36
50,47,negative-concord,2,37
50,43,negative-concord,1,55
50,45,negative-concord,1,61
50,42,negative-concord,2,74
50,44,negative-concord,1,87
50,48,negative-concord,1,95
50,87,non-factive-believe,7,14
50,83,non-factive-believe,7,19
50,86,non-factive-believe,7,22
50,84,non-factive-believe,7,28
50,82,non-factive-believe,7,44
50,85,non-factive-believe,7,59
50,81,non-factive-believe,4,69
50,88,non-factive-believe,7,78
50,95,raising-seem,7,27
50,93,raising-seem,6,50
50,91,raising-seem,6,60
50,94,raising-seem,7,62
50,96,raising-seem,7,73
50,92,raising-seem,4,85
50,90,raising-seem,7,91
50,89,raising-seem,7,96
50,56,singular-dont,3,12
50,49,singular-dont,3,15
50,54,singular-dont,3,30
50,50,singular-dont,1,39
50,51,singular-dont,1,40
50,55,singular-dont,1,52
50,53,singular-dont,1,54
50,52,singular-dont,1,90
50,29,want,7,9
50,25,want,7,20
50,9,want,4,26
50,1,want,6,46
50,13,want,3,48
50,21,want,2,51
50,17,want,6,81
50,5,want,5,84
53,64,2-word-order-errors,1,9
53,62,2-word-order-errors,1,34
53,63,2-word-order-errors,1,40
53,59,2-word-order-errors,7,57
53,60,2-word-order-errors,1,58
53,57,2-word-order-errors,1,62
53,58,2-word-order-errors,1,81
53,61,2-word-order-errors,1,90
53,35,be-drop,1,16
53,38,be-drop,1,17
53,33,be-drop,1,25
53,40,be-drop,1,31
53,37,be-drop,1,39
53,34,be-drop,1,64
53,39,be-drop,1,74
53,36,be-drop,1,87
53,68,causative,6,5
53,65,causative,7,13
53,66,causative,7,32
53,71,causative,7,45
53,67,causative,6,50
53,72,causative,7,60
53,70,causative,6,75
53,69,causative,7,88
53,73,factive-say,7,30
53,80,factive-say,7,36
53,74,factive-say,7,37
53,78,factive-say,7,44
53,77,factive-say,6,46
53,75,factive-say,7,54
53,79,factive-say,7,67
53,76,factive-say,7,94
53,23,like,5,12
53,15,like,6,38
53,27,like,7,47
53,31,like,4,71
53,11,like,5,80
53,19,like,7,86
53,3,like,5,93
53,7,like,5,96
53,4,need,6,23
53,29,need,7,26
53,25,need,6,29
53,1,need,7,33
53,28,need,6,43
53,32,need,6,49
